EmployeeNumber,Age,Tenure,Turnover,HourlyRate,HoursWeekly,CompensationType,AnnualSalary,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked,AnnualProfessionalDevHrs,PaycheckMethod,TextMessageOptIn
469,38,4,No,57.83,40,Salary,120286.4,73,Marketing,Male,Married,2.0,6.0,Mail Check,Yes
470,38,6,Yes,71.47,40,Salary,148657.6,21,Human Resources,Male,Married,4.0,9.0,Mail Check,Yes
471,39,2,No,27.87,40,Salary,57969.6,5,Human Resources,Male,Single,6.0,7.0,Mail Check,Yes
472,32,10,No,30.62,40,Salary,63689.6,48,Research,Male,Single,1.0,8.0,Mail Check,Yes
475,52,19,Yes,97.14,40,Salary,202051.2,49,Sales,Female,Married,5.0,14.0,Direct Deposit,Yes
478,44,15,Yes,82.33,40,Salary,170955.2,30,Research,Female,Married,8.0,6.0,Mail Check,Yes
479,56,13,No,68.28,40,Salary,142022.4,62,Manufacturing,Female,Married,7.0,20.0,Mail Check,Yes
481,51,19,No,55.57,40,Salary,115585.6,89,Sales,Female,Single,8.0,8.0,Mail Check,Yes
482,42,9,Yes,49.21,40,Salary,102356.8,63,Information Technology,Male,Married,4.0,14.0,Mail Check,No
485,56,20,Yes,77.36,40,Salary,160908.8,60,Sales,Male,Divorced,9.0,25.0,Mail Check,Yes
487,38,4,Yes,44.91,40,Salary,93412.8,0,Manufacturing,Male,Divorced,2.0,16.0,Mail Check,Yes
491,51,6,No,77.06,40,Salary,160284.8,48,Healthcare,Male,Married,8.0,10.0,Mail Check,Yes
493,51,15,Yes,44.08,40,Salary,91686.4,125,Sales,Female,Married,9.0,14.0,Mail Check,Yes
494,57,17,Yes,57.39,40,Salary,133371.2,28,Manufacturing,Female,Divorced,3.0,13.0,Mail Check,Yes
496,37,8,Yes,30.89,40,Salary,64251.2,36,Sales,Female,Divorced,4.0,19.0,Mail Check,Yes
497,39,7,No,58.16,40,Salary,120972.8,31,Manufacturing,Female,Married,6.0,20.0,Mail Check,No
499,38,4,No,72.39,40,Salary,150571.2,21,Research,Female,Single,1.0,16.0,Mail Check,Yes
500,41,2,No,77.12,40,Salary,160409.6,2,Human Resources,Male,Married,8.0,6.0,Mail Check,Yes
507,54,17,Yes,37.06,40,Salary,77084.8,22,Healthcare,Male,Divorced,6.0,25.0,Mail Check,Yes
508,41,7,Yes,41.91,40,Salary,87172.8,75,Manufacturing,Female,Single,8.0,24.0,Mail Check,Yes
510,60,17,No,58.57,40,Salary,122825.6,28,Human Resources,Male,Single,7.0,17.0,Mail Check,Yes
511,32,8,Yes,28.3,40,Salary,58864.0,30,Research,Female,Married,2.0,16.0,Mail Check,No
512,57,15,No,44.52,40,Salary,92601.6,125,Information Technology,Male,Married,5.0,19.0,Mail Check,Yes
513,35,4,No,30.51,40,Salary,63460.8,5,Marketing,Male,Married,2.0,18.0,Direct Deposit,Yes
514,48,11,No,39.03,40,Salary,81282.4,31,Human Resources,Male,Divorced,9.0,8.0,Direct Deposit,Yes
515,53,13,No,96.45,40,Salary,200616.0,75,Sales,Female,Married,5.0,15.0,Direct Deposit,Yes
517,30,1,Yes,28.08,40,Salary,58406.4,36,Information Technology,Male,Divorced,2.0,10.0,Mail Check,No
518,43,2,No,40.65,40,Salary,84552.0,58,Marketing,Female,Divorced,9.0,25.0,Direct Deposit,Yes
519,45,9,No,69.03,40,Salary,143582.4,62,Sales,Female,Divorced,3.0,13.0,Mail Check,Yes
521,39,9,No,41.94,40,Salary,87235.2,71,Marketing,Female,Single,5.0,24.0,Mail Check,Yes
523,56,9,No,76.8,40,Salary,159744.0,51,Research,Male,Single,4.0,22.0,Mail Check,Yes
524,51,17,Yes,78.64,40,Salary,163571.2,88,Laboratory,Female,Single,8.0,20.0,Mail Check,No
527,49,9,Yes,86.11,40,Salary,179108.8,77,Sales,Female,Married,5.0,23.0,Direct Deposit,Yes
528,39,4,Yes,59.36,40,Salary,123468.8,4,Laboratory,Male,Divorced,5.0,20.0,Mail Check,Yes
530,38,3,Yes,33.8,40,Salary,41284.0,33,Information Technology,Female,Married,2.0,10.0,Mail Check,No
531,61,13,Yes,34.64,40,Salary,72051.2,125,Marketing,Female,Married,5.0,13.0,Mail Check,Yes
533,60,16,No,73.69,40,Salary,153275.2,83,Human Resources,Female,Divorced,4.0,15.0,Mail Check,Yes
534,47,6,Yes,85.96,40,Salary,178796.8,65,Research,Prefer Not to Answer,Married,8.0,14.0,Mail Check,Yes
535,53,7,Yes,44.1,40,Salary,91728.0,9,Research,Male,Single,2.0,5.0,Mail Check,Yes
537,25,2,Yes,22.59,40,Salary,46987.2,59,Research,Male,Married,1.0,9.0,Mail Check,No
538,38,7,No,45.85,40,Salary,95368.0,11,Information Technology,Female,Divorced,6.0,20.0,Mail Check,Yes
541,39,9,Yes,45.52,40,Salary,94681.6,7,Healthcare,Female,Divorced,5.0,23.0,Mail Check,Yes
543,54,5,No,33.54,40,Salary,69763.2,58,Marketing,Male,Married,1.0,21.0,Mail Check,No
544,49,12,Yes,33.52,40,Salary,69721.6,13,Information Technology,Female,Divorced,3.0,23.0,Mail Check,Yes
545,46,7,No,51.51,40,Salary,107140.8,41,Sales,Female,Divorced,4.0,13.0,Mail Check,No
546,36,7,No,28.48,40,Salary,59238.4,41,Laboratory,Female,Divorced,2.0,9.0,Mail Check,Yes
547,28,3,No,24.52,40,Salary,51001.6,78,Laboratory,Male,Single,1.0,11.0,Direct Deposit,Yes
548,38,8,Yes,29.98,40,Salary,62358.4,52,Research,Female,Single,5.0,21.0,Mail Check,Yes
550,28,2,No,23.26,40,Salary,48380.8,125,Manufacturing,Male,Married,2.0,20.0,Mail Check,No
552,32,6,Yes,29.8,40,Salary,63384.0,41,Research,Male,Divorced,2.0,13.0,Mail Check,No
554,50,18,No,43.23,40,Salary,89928.4,36,Information Technology,Female,Married,7.0,6.0,Mail Check,Yes
555,25,2,No,22.54,40,Salary,46883.2,69,Human Resources,Female,Single,3.0,22.0,Mail Check,Yes
556,53,17,Yes,63.44,40,Salary,133355.2,88,Sales,Male,Married,4.0,24.0,Mail Check,No
559,36,1,Yes,41.42,40,Salary,86153.6,43,Healthcare,Male,Married,6.0,9.0,Mail Check,Yes
562,46,20,No,70.87,40,Salary,147409.6,61,Laboratory,Female,Divorced,1.0,20.0,Direct Deposit,Yes
564,40,8,Yes,63.56,40,Salary,132204.8,70,Research,Female,Divorced,2.0,24.0,Mail Check,Yes
566,31,3,No,30.69,40,Salary,63835.2,20,Manufacturing,Male,Divorced,3.0,6.0,Mail Check,Yes
567,37,8,No,29.94,40,Salary,62275.2,20,Research,Male,Single,4.0,11.0,Mail Check,Yes
568,46,17,Yes,36.87,40,Salary,76689.6,36,Research,Male,Divorced,6.0,22.0,Mail Check,Yes
569,59,18,No,69.75,40,Salary,145080.0,59,Research,Female,Single,7.0,7.0,Mail Check,Yes
570,25,2,Yes,20.4,40,Salary,42432.0,125,Marketing,Male,Married,3.0,14.0,Direct Deposit,Yes
572,39,1,Yes,30.81,40,Salary,64084.8,15,Sales,Male,Married,4.0,5.0,Mail Check,Yes
573,40,3,No,32.75,40,Salary,68120.0,125,Laboratory,Female,Divorced,6.0,9.0,Mail Check,No
574,60,14,No,48.92,40,Salary,101753.6,56,Healthcare,Female,Divorced,3.0,10.0,Direct Deposit,Yes
575,21,1,Yes,20.97,40,Salary,43617.6,53,Sales,Female,Single,1.0,19.0,Mail Check,Yes
576,46,7,Yes,85.84,40,Salary,178547.2,10,Information Technology,Female,Single,5.0,10.0,Mail Check,Yes
577,36,6,No,26.57,40,Salary,55265.6,9,Laboratory,Male,Single,5.0,12.0,Mail Check,Yes
578,59,17,Yes,49.4,40,Salary,102752.0,27,Manufacturing,Female,Married,3.0,6.0,Direct Deposit,No
579,34,2,Yes,25.54,40,Salary,53123.2,30,Manufacturing,Female,Married,2.0,9.0,Mail Check,Yes
580,41,9,No,80.24,40,Salary,166899.2,0,Manufacturing,Male,Married,9.0,14.0,Mail Check,No
582,39,5,Yes,47.33,40,Salary,98155.2,125,Research,Male,Divorced,5.0,20.0,Mail Check,Yes
583,54,8,Yes,45.7,40,Salary,95056.0,49,Sales,Male,Single,5.0,14.0,Mail Check,Yes
585,38,4,No,86.09,40,Salary,179067.2,87,Manufacturing,Male,Divorced,6.0,8.0,Direct Deposit,No
586,46,8,No,78.92,40,Salary,164153.6,69,Sales,Female,Divorced,1.0,19.0,Direct Deposit,Yes
587,38,10,Yes,25.93,40,Salary,53934.4,29,Laboratory,Female,Divorced,5.0,9.0,Direct Deposit,Yes
590,56,15,No,82.13,40,Salary,170830.4,82,Healthcare,Male,Divorced,5.0,14.0,Direct Deposit,Yes
591,40,4,No,86.28,40,Salary,179254.4,25,Sales,Female,Married,6.0,22.0,Mail Check,Yes
593,59,12,Yes,38.81,40,Salary,80724.8,33,Information Technology,Female,Married,4.0,20.0,Direct Deposit,Yes
594,31,6,No,31.16,40,Salary,64812.8,125,Sales,Male,Divorced,3.0,25.0,Mail Check,Yes
595,52,6,No,80.62,40,Salary,167689.6,4,Research,Female,Married,9.0,10.0,Mail Check,No
596,28,6,No,24.28,40,Salary,50294.4,8,Sales,Male,Single,1.0,8.0,Direct Deposit,Yes
597,38,1,No,34.02,40,Salary,70761.6,38,Healthcare,Female,Divorced,4.0,5.0,Mail Check,No
598,39,4,Yes,52.56,40,Salary,109324.8,70,Research,Female,Divorced,6.0,21.0,Mail Check,Yes
600,52,7,No,47.95,40,Salary,99736.0,6,Human Resources,Male,Married,1.0,11.0,Mail Check,Yes
603,50,20,Yes,59.91,40,Salary,124612.8,33,Information Technology,Female,Single,1.0,22.0,Mail Check,Yes
604,42,1,No,57.08,40,Salary,128726.4,9,Sales,Male,Single,6.0,19.0,Mail Check,No
607,28,6,Yes,22.84,40,Salary,47507.2,10,Research,Female,Single,1.0,22.0,Mail Check,Yes
608,52,17,No,63.28,40,Salary,131622.4,36,Marketing,Female,Single,5.0,17.0,Mail Check,No
610,34,1,Yes,31.02,40,Salary,64521.6,10,Research,Male,Single,3.0,22.0,Mail Check,Yes
611,36,1,Yes,27.28,40,Salary,56534.4,67,Research,Female,Divorced,5.0,5.0,Mail Check,No
613,60,13,Yes,33.54,40,Salary,40643.2,44,Sales,Male,Married,2.0,19.0,Mail Check,Yes
615,60,12,No,53.88,40,Salary,112070.4,59,Information Technology,Male,Married,2.0,11.0,Mail Check,No
617,51,7,No,67.65,40,Salary,140712.0,17,Human Resources,Male,Married,5.0,22.0,Mail Check,Yes
618,53,11,Yes,74.34,40,Salary,154627.2,125,Laboratory,Male,Single,2.0,25.0,Mail Check,Yes
622,40,4,No,37.82,40,Salary,78665.6,44,Marketing,Female,Divorced,5.0,10.0,Mail Check,Yes
623,29,1,No,23.97,40,Salary,49857.6,61,Research,Male,Divorced,2.0,23.0,Mail Check,Yes
624,55,13,No,44.23,40,Salary,93398.4,60,Sales,Male,Single,3.0,15.0,Mail Check,Yes
628,44,19,No,68.73,40,Salary,142958.4,8,Sales,Female,Divorced,2.0,18.0,Mail Check,Yes
629,52,15,Yes,32.26,40,Salary,67100.8,1,Sales,Male,Divorced,9.0,19.0,Mail Check,No
630,37,4,No,85.0,40,Salary,176800.0,53,Laboratory,Male,Married,5.0,24.0,Mail Check,Yes
631,47,16,No,56.3,40,Salary,117104.0,25,Human Resources,Female,Single,3.0,20.0,Direct Deposit,Yes
632,51,9,Yes,33.73,40,Salary,41038.4,15,Research,Female,Single,5.0,16.0,Mail Check,Yes
633,44,12,Yes,59.96,40,Salary,124716.8,24,Healthcare,Female,Divorced,6.0,10.0,Mail Check,Yes
634,57,15,No,70.48,40,Salary,146598.4,125,Research,Female,Single,8.0,12.0,Direct Deposit,No
636,45,15,No,71.54,40,Salary,148803.2,25,Sales,Male,Divorced,4.0,15.0,Mail Check,Yes
637,47,9,No,51.61,40,Salary,107348.8,49,Sales,Female,Married,5.0,8.0,Mail Check,Yes
638,50,12,Yes,32.33,40,Salary,66955.2,89,Human Resources,Male,Married,2.0,15.0,Mail Check,Yes
639,55,15,No,96.47,40,Salary,200657.6,74,Laboratory,Female,Divorced,3.0,17.0,Mail Check,Yes
641,46,16,Yes,58.49,40,Salary,121659.2,125,Healthcare,Male,Divorced,3.0,5.0,Direct Deposit,Yes
643,52,12,No,83.51,40,Salary,173700.8,13,Human Resources,Female,Divorced,5.0,10.0,Mail Check,Yes
644,47,19,Yes,49.77,40,Salary,103521.6,4,Laboratory,Female,Married,9.0,5.0,Mail Check,Yes
645,30,4,Yes,23.87,40,Salary,49649.6,23,Human Resources,Female,Divorced,1.0,23.0,Mail Check,No
646,45,14,No,34.0,40,Salary,70720.0,83,Laboratory,Female,Married,8.0,7.0,Direct Deposit,Yes
651,30,1,Yes,23.91,40,Salary,49732.8,64,Sales,Male,Single,3.0,21.0,Mail Check,Yes
652,43,5,Yes,58.25,40,Salary,121160.0,20,Sales,Male,Divorced,9.0,25.0,Mail Check,Yes
653,30,6,Yes,24.02,40,Salary,49961.6,66,Information Technology,Male,Single,1.0,15.0,Mail Check,Yes
654,61,17,Yes,63.64,40,Salary,132371.2,56,Sales,Female,Divorced,3.0,6.0,Mail Check,Yes
657,37,7,Yes,45.41,40,Salary,94452.8,83,Research,Female,Divorced,6.0,19.0,Mail Check,Yes
658,42,9,Yes,62.44,40,Salary,129875.2,2,Human Resources,Female,Single,1.0,10.0,Mail Check,No
662,33,3,Yes,28.33,40,Salary,37835.2,125,Manufacturing,Female,Married,5.0,12.0,Mail Check,No
669,37,10,No,83.04,40,Salary,172723.2,125,Laboratory,Prefer Not to Answer,Married,2.0,10.0,Direct Deposit,Yes
676,39,1,No,42.31,40,Salary,88004.8,16,Information Technology,Male,Divorced,2.0,13.0,Mail Check,Yes
679,53,14,Yes,34.1,40,Salary,70928.0,46,Sales,Female,Divorced,4.0,8.0,Mail Check,Yes
680,40,9,No,32.96,40,Salary,68556.8,72,Sales,Female,Married,2.0,10.0,Mail Check,No
681,34,8,Yes,27.9,40,Salary,58032.0,49,Research,Male,Single,4.0,8.0,Mail Check,Yes
682,46,5,No,71.07,40,Salary,147825.6,66,Manufacturing,Female,Married,1.0,11.0,Mail Check,No
685,50,11,No,80.7,40,Salary,167856.0,68,Research,Female,Married,5.0,6.0,Mail Check,Yes
686,40,5,No,28.53,40,Salary,38542.4,40,Marketing,Male,Married,6.0,22.0,Mail Check,No
688,49,14,Yes,77.27,40,Salary,160721.6,80,Healthcare,Female,Married,5.0,24.0,Direct Deposit,Yes
689,42,4,Yes,74.85,40,Salary,155688.0,84,Human Resources,Female,Married,8.0,15.0,Mail Check,Yes
690,37,8,No,86.25,40,Salary,179400.0,44,Sales,Male,Divorced,1.0,20.0,Mail Check,Yes
694,22,1,No,17.73,40,Salary,36878.4,56,Information Technology,Male,Married,2.0,25.0,Mail Check,No
696,25,2,No,22.43,40,Salary,46654.4,61,Information Technology,Male,Single,3.0,15.0,Mail Check,Yes
698,39,3,No,53.33,40,Salary,110635.2,64,Human Resources,Male,Married,5.0,8.0,Mail Check,Yes
700,30,5,Yes,28.6,40,Salary,59488.0,57,Marketing,Male,Single,2.0,20.0,Mail Check,Yes
701,56,18,No,97.88,40,Salary,203590.4,72,Healthcare,Female,Single,5.0,11.0,Direct Deposit,No
702,51,15,No,65.39,40,Salary,136011.2,37,Sales,Female,Married,8.0,18.0,Mail Check,Yes
705,35,2,Yes,27.02,40,Salary,56201.6,59,Human Resources,Male,Divorced,2.0,22.0,Mail Check,Yes
706,30,1,No,28.05,40,Salary,37544.0,57,Marketing,Female,Single,1.0,17.0,Mail Check,Yes
707,39,3,No,33.68,40,Salary,70054.4,29,Sales,Female,Single,6.0,17.0,Mail Check,Yes
709,39,1,Yes,27.28,40,Salary,56534.4,53,Laboratory,Female,Married,6.0,22.0,Mail Check,Yes
711,50,19,No,35.86,40,Salary,74588.8,14,Manufacturing,Female,Married,1.0,25.0,Mail Check,Yes
713,36,5,Yes,72.99,40,Salary,152833.2,49,Healthcare,Female,Single,6.0,12.0,Mail Check,No
715,53,9,Yes,59.45,40,Salary,123656.0,32,Laboratory,Female,Married,3.0,6.0,Mail Check,Yes
722,45,10,No,47.81,40,Salary,99444.8,31,Sales,Female,Single,3.0,8.0,Mail Check,Yes
724,40,10,Yes,30.7,40,Salary,63856.0,6,Manufacturing,Female,Single,9.0,21.0,Mail Check,No
725,24,1,Yes,20.24,40,Salary,42099.2,42,Information Technology,Male,Married,2.0,17.0,Mail Check,Yes
726,37,6,Yes,67.65,40,Salary,140712.0,0,Human Resources,Male,Married,4.0,7.0,Mail Check,Yes
728,36,10,Yes,49.38,40,Salary,102710.4,62,Human Resources,Female,Single,6.0,19.0,Mail Check,Yes
731,48,9,Yes,48.3,40,Salary,100464.0,64,Manufacturing,Male,Married,9.0,15.0,Mail Check,No
733,57,8,Yes,34.82,40,Salary,72425.6,10,Manufacturing,Female,Married,3.0,13.0,Mail Check,Yes
735,58,18,No,34.44,40,Salary,71635.2,73,Information Technology,Male,Married,4.0,18.0,Mail Check,Yes
736,53,8,Yes,70.03,40,Salary,145662.4,7,Human Resources,Female,Divorced,9.0,13.0,Mail Check,Yes
737,24,1,No,21.49,40,Salary,44699.2,34,Sales,Male,Married,2.0,22.0,Mail Check,Yes
738,61,14,No,82.96,40,Salary,172556.8,10,Information Technology,Male,Divorced,9.0,25.0,Mail Check,Yes
739,33,2,No,25.1,40,Salary,52208.0,26,Sales,Male,Divorced,6.0,25.0,Mail Check,No
740,42,8,No,32.07,40,Salary,66705.6,27,Research,Male,Single,2.0,23.0,Mail Check,Yes
742,33,6,No,23.44,40,Salary,48755.2,21,Manufacturing,Female,Divorced,6.0,11.0,Mail Check,Yes
744,40,6,No,52.11,40,Salary,108388.8,66,Human Resources,Male,Divorced,3.0,12.0,Mail Check,Yes
745,25,2,Yes,20.8,40,Salary,43264.0,57,Information Technology,Male,Married,3.0,20.0,Direct Deposit,No
746,41,7,Yes,31.66,40,Salary,65852.8,6,Healthcare,Male,Single,6.0,25.0,Mail Check,No
747,40,7,Yes,32.23,40,Salary,67038.4,27,Information Technology,Female,Single,5.0,10.0,Mail Check,Yes
748,47,16,Yes,32.54,40,Salary,67683.2,27,Sales,Male,Married,7.0,5.0,Mail Check,Yes
750,27,4,Yes,21.91,40,Salary,45572.8,46,Healthcare,Male,Single,3.0,18.0,Direct Deposit,Yes
753,43,2,No,60.98,40,Salary,126838.4,64,Sales,Male,Married,5.0,17.0,Mail Check,Yes
756,44,8,No,96.26,40,Salary,200220.8,76,Manufacturing,Male,Divorced,9.0,7.0,Mail Check,Yes
757,24,1,No,20.34,40,Salary,42307.2,21,Healthcare,Male,Married,3.0,14.0,Mail Check,Yes
758,48,8,No,79.38,40,Salary,165110.4,21,Research,Female,Divorced,4.0,11.0,Direct Deposit,Yes
759,39,7,No,71.91,40,Salary,149572.8,38,Sales,Female,Divorced,6.0,14.0,Direct Deposit,Yes
760,34,4,No,29.37,40,Salary,63640.0,9,Sales,Male,Divorced,3.0,9.0,Mail Check,No
761,32,10,No,25.53,40,Salary,53102.4,46,Sales,Female,Married,1.0,18.0,Mail Check,No
762,25,2,No,20.31,40,Salary,42244.8,26,Marketing,Female,Single,1.0,25.0,Mail Check,Yes
763,48,17,No,97.21,40,Salary,202336.8,36,Information Technology,Male,Single,1.0,18.0,Mail Check,No
769,45,18,Yes,43.42,40,Salary,90313.6,51,Sales,Female,Married,1.0,15.0,Mail Check,Yes
770,46,11,Yes,36.21,40,Salary,75316.8,79,Research,Male,Married,6.0,21.0,Mail Check,Yes
772,46,17,Yes,33.86,40,Salary,41308.8,32,Information Technology,Male,Single,6.0,14.0,Mail Check,No
773,43,8,Yes,36.71,40,Salary,76356.8,79,Human Resources,Male,Married,4.0,10.0,Mail Check,Yes
774,45,10,Yes,41.72,40,Salary,86777.6,80,Sales,Male,Single,1.0,13.0,Direct Deposit,No
779,49,13,No,42.51,40,Salary,88420.8,47,Information Technology,Male,Single,1.0,23.0,Mail Check,No
780,36,4,Yes,97.0,40,Salary,201760.0,59,Sales,Female,Divorced,1.0,12.0,Mail Check,Yes
782,34,9,No,27.53,40,Salary,57262.4,10,Laboratory,Male,Single,2.0,7.0,Mail Check,Yes
783,35,7,Yes,25.68,40,Salary,53414.4,16,Laboratory,Female,Single,1.0,7.0,Mail Check,Yes
784,58,8,Yes,36.68,40,Salary,76294.4,15,Human Resources,Female,Married,1.0,19.0,Mail Check,Yes
785,53,12,No,58.83,40,Salary,122366.4,83,Information Technology,Female,Married,5.0,24.0,Mail Check,No
786,37,6,Yes,43.2,40,Salary,89856.0,89,Research,Female,Married,1.0,11.0,Mail Check,No
787,49,20,Yes,34.87,40,Salary,72529.6,35,Laboratory,Female,Divorced,9.0,24.0,Mail Check,Yes
798,49,9,Yes,70.78,40,Salary,147222.4,26,Healthcare,Female,Single,4.0,25.0,Direct Deposit,No
800,43,10,No,35.9,40,Salary,74672.0,70,Human Resources,Female,Married,9.0,6.0,Direct Deposit,Yes
801,40,4,No,81.42,40,Salary,169353.6,57,Sales,Female,Divorced,1.0,5.0,Mail Check,Yes
803,39,7,Yes,25.89,40,Salary,53851.2,12,Manufacturing,Male,Divorced,4.0,16.0,Mail Check,No
808,32,1,No,31.15,40,Salary,64792.0,36,Sales,Female,Divorced,2.0,14.0,Mail Check,Yes
809,35,4,No,22.97,40,Salary,47777.6,17,Laboratory,Female,Divorced,4.0,18.0,Mail Check,Yes
810,46,19,No,66.22,40,Salary,137737.6,60,Marketing,Female,Single,6.0,24.0,Mail Check,No
812,59,6,Yes,51.98,40,Salary,108128.4,11,Information Technology,Male,Divorced,1.0,23.0,Mail Check,Yes
813,54,14,No,74.3,40,Salary,154544.0,29,Sales,Prefer Not to Answer,Divorced,1.0,6.0,Direct Deposit,Yes
816,54,14,Yes,33.66,40,Salary,70012.8,24,Sales,Female,Married,1.0,13.0,Mail Check,Yes
818,38,10,Yes,83.71,40,Salary,174116.8,74,Manufacturing,Male,Divorced,1.0,22.0,Mail Check,Yes
819,39,9,Yes,29.09,40,Salary,56588.8,33,Manufacturing,Male,Married,5.0,17.0,Mail Check,Yes
824,51,6,Yes,86.51,40,Salary,179940.8,30,Sales,Female,Married,4.0,9.0,Mail Check,Yes
825,47,9,Yes,34.39,40,Salary,71531.2,29,Sales,Female,Divorced,5.0,14.0,Mail Check,Yes
826,47,7,Yes,40.66,40,Salary,84572.8,77,Sales,Female,Single,7.0,9.0,Mail Check,Yes
827,59,11,Yes,96.97,40,Salary,201697.6,33,Research,Male,Divorced,2.0,5.0,Direct Deposit,Yes
830,26,3,Yes,17.93,40,Salary,37294.4,74,Sales,Male,Married,3.0,11.0,Mail Check,No
831,60,16,No,54.07,40,Salary,112465.6,64,Sales,Male,Single,2.0,7.0,Mail Check,Yes
832,30,8,Yes,28.54,40,Salary,59363.2,44,Sales,Female,Single,1.0,13.0,Mail Check,No
837,39,9,Yes,26.08,40,Salary,54246.4,41,Healthcare,Female,Married,6.0,15.0,Mail Check,Yes
840,38,7,No,30.62,40,Salary,63689.6,76,Sales,Female,Divorced,1.0,9.0,Mail Check,No
841,58,6,No,38.42,40,Salary,79913.6,42,Information Technology,Male,Divorced,4.0,11.0,Direct Deposit,Yes
843,53,12,No,39.7,40,Salary,82576.0,53,Marketing,Male,Married,4.0,24.0,Mail Check,Yes
844,22,1,No,20.56,40,Salary,42764.8,73,Manufacturing,Male,Married,2.0,20.0,Mail Check,No
845,51,15,No,51.59,40,Salary,107307.2,22,Laboratory,Male,Divorced,5.0,22.0,Mail Check,No
852,54,19,No,36.68,40,Salary,76294.4,78,Human Resources,Female,Married,3.0,24.0,Mail Check,Yes
854,43,5,No,33.02,40,Salary,68681.6,38,Manufacturing,Female,Single,7.0,14.0,Mail Check,Yes
862,36,8,Yes,28.17,40,Salary,37793.6,51,Manufacturing,Female,Divorced,1.0,21.0,Mail Check,Yes
871,43,6,No,73.52,40,Salary,152921.6,31,Information Technology,Female,Married,1.0,5.0,Mail Check,Yes
872,32,8,Yes,23.33,40,Salary,48235.2,56,Sales,Male,Single,2.0,17.0,Mail Check,Yes
873,49,15,Yes,58.74,40,Salary,122179.2,40,Human Resources,Male,Married,5.0,7.0,Direct Deposit,Yes
874,29,4,Yes,24.02,40,Salary,49961.6,7,Healthcare,Female,Single,1.0,18.0,Mail Check,Yes
875,59,18,No,48.84,40,Salary,101587.2,24,Research,Male,Single,6.0,5.0,Mail Check,Yes
876,37,5,No,44.8,40,Salary,93284.0,7,Laboratory,Female,Single,2.0,13.0,Mail Check,Yes
877,48,12,Yes,75.5,40,Salary,157040.0,8,Laboratory,Male,Divorced,1.0,13.0,Mail Check,No
881,37,3,No,82.28,40,Salary,171142.4,55,Information Technology,Female,Divorced,1.0,11.0,Mail Check,Yes
882,42,6,Yes,75.75,40,Salary,157560.0,5,Research,Female,Single,6.0,8.0,Mail Check,Yes
886,39,4,Yes,49.61,40,Salary,103288.8,25,Marketing,Female,Married,6.0,23.0,Mail Check,Yes
887,51,19,No,58.62,40,Salary,123329.6,7,Information Technology,Male,Married,8.0,9.0,Mail Check,Yes
889,41,10,Yes,39.9,40,Salary,82992.0,28,Research,Female,Single,5.0,22.0,Mail Check,Yes
890,26,3,Yes,17.73,40,Salary,36878.4,14,Sales,Female,Married,1.0,11.0,Mail Check,No
891,21,1,Yes,21.21,40,Salary,44116.8,71,Research,Male,Married,2.0,22.0,Mail Check,Yes
892,46,14,No,67.13,40,Salary,139630.4,72,Human Resources,Prefer Not to Answer,Divorced,6.0,12.0,Mail Check,No
894,45,20,Yes,39.83,40,Salary,82846.4,28,Research,Male,Single,7.0,8.0,Mail Check,Yes
896,44,18,Yes,40.29,40,Salary,83803.2,3,Human Resources,Male,Married,3.0,25.0,Mail Check,No
899,38,10,No,29.68,40,Salary,61734.4,15,Information Technology,Female,Single,5.0,12.0,Direct Deposit,Yes
901,50,7,No,42.65,40,Salary,88712.0,44,Healthcare,Female,Single,6.0,7.0,Mail Check,Yes
903,42,7,No,65.28,40,Salary,135574.4,13,Research,Female,Divorced,9.0,17.0,Direct Deposit,Yes
905,61,18,Yes,62.31,40,Salary,129604.8,71,Manufacturing,Male,Divorced,7.0,18.0,Direct Deposit,Yes
906,37,9,Yes,30.3,40,Salary,63024.0,54,Research,Female,Divorced,2.0,14.0,Direct Deposit,Yes
907,37,5,Yes,71.41,40,Salary,148532.8,30,Sales,Male,Divorced,2.0,11.0,Mail Check,Yes
909,29,6,No,23.85,40,Salary,49608.0,68,Human Resources,Male,Single,1.0,21.0,Direct Deposit,Yes
910,42,2,Yes,31.57,40,Salary,65665.6,53,Marketing,Male,Single,1.0,22.0,Direct Deposit,Yes
912,43,1,Yes,46.7,40,Salary,97136.0,82,Sales,Female,Divorced,5.0,13.0,Mail Check,Yes
913,33,6,Yes,27.62,40,Salary,57449.6,37,Sales,Female,Single,3.0,12.0,Mail Check,Yes
914,52,8,No,80.97,40,Salary,168417.6,10,Research,Male,Divorced,9.0,9.0,Direct Deposit,Yes
917,47,14,Yes,34.81,40,Salary,72404.8,22,Sales,Male,Married,6.0,22.0,Mail Check,Yes
918,60,18,No,68.87,40,Salary,143249.6,16,Research,Female,Married,6.0,9.0,Mail Check,Yes
923,27,4,Yes,21.24,40,Salary,44179.2,1,Healthcare,Female,Single,3.0,21.0,Mail Check,Yes
925,41,8,No,86.46,40,Salary,179836.8,46,Sales,Female,Married,9.0,15.0,Mail Check,Yes
934,25,2,No,21.46,40,Salary,44636.8,28,Information Technology,Female,Single,2.0,14.0,Direct Deposit,Yes
935,50,11,No,64.08,40,Salary,133286.4,20,Manufacturing,Male,Divorced,6.0,12.0,Mail Check,Yes
